,,,Process name,Use & collection,"acetic acid production, product in 98% solution state | acetic acid, without water, in 98% solution state | APOS, S","acetylene production | acetylene | APOS, S","activated silica production | activated silica | APOS, S","advanced recycling, delamination, multi-layer plastic packaging","advanced recycling, STRAP, multi-layer plastic packaging","air separation, cryogenic | nitrogen, liquid | APOS, S","air separation, cryogenic | oxygen, liquid | APOS, S","alkylbenzene sulfonate production, linear, petrochemical | alkylbenzene sulfonate, linear, petrochemical | APOS, S","aluminium sulfate production, powder | aluminium sulfate, powder | APOS, S","ammonium sulfate production | ammonium sulfate | APOS, S",Bio ethylene dichloride production,"Bio-Cyclohexa-2,5-diene-1,4-dicarboxylate production",Bio-ethylene oxide production,Bio-ethylene production,Bio-ethylene production (monomer),Bio-MEG production (monomer),Bio-Muconic acid production,Bio-propylene production (monomer),Bio-styrene production,Bio-TPA production (monomer),Bio-vinyl chloride production,"cement clinker, mixed plastic packaging,sorted","chemical factory construction, organics | chemical factory, organics | APOS, S","chemical production, inorganic | chemical, inorganic | APOS, S","chemical production, organic | chemical, organic | APOS, S","chemical recycling with metal oxide, PS sorted","chlorine production, liquid | chlorine, liquid | APOS, S","citric acid production | citric acid | APOS, S","copper production, cathode, solvent extraction and electrowinning process | copper, cathode | APOS, S","depolymerization, enzymatic hydrolysis, PET sorted","depolymerization, glycolysis, PET sorted","dewatering of ethanol from biomass, from 95% to 99.7% solution state | ethanol, without water, in 99.7% solution state, from fermentation | APOS, S","diesel production, petroleum refinery operation | diesel | APOS, S","electricity production, medium voltage, petroleum refinery operation | electricity, medium voltage | APOS, S","electricity voltage transformation from high to medium voltage | electricity, medium voltage | APOS, S","enzymes production | enzymes | APOS, S","ethylene glycol production | ethylene glycol | APOS, S","flexible, mono-layer plastic packaging production","flexible, multi-layer plastic packaging production","formic acid production, methyl formate route | formic acid | APOS, S",Fossil-ethylene production,Fossil-MEG production,Fossil-propylene production,Fossil-styrene production,Fossil-TPA production,Fossil-vinyl chloride production,"gasification to methanol, mixed plastic waste sorted","glucose production | glucose | APOS, S","hard coal mine operation and hard coal preparation | hard coal | APOS, S",HDPE production,"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | heat, district or industrial, natural gas | APOS, S","heat production, natural gas, at industrial furnace low-NOx >100kW | heat, district or industrial, natural gas | APOS, S","heavy fuel oil production, petroleum refinery operation | heavy fuel oil | APOS, S","incineration, electricity recovery, plastic packaging waste","incineration, electricity recovery, plastic residues","landfill, plastic packaging waste","landfill, plastic residues",LDPE production,"light fuel oil production, petroleum refinery operation | light fuel oil | APOS, S","lignite mine operation | lignite | APOS, S","lime production, hydrated, loose weight | lime, hydrated, loose weight | APOS, S","liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | APOS, S","market for ammonia, anhydrous, liquid | ammonia, anhydrous, liquid | APOS, S","market for chlorine, gaseous | chlorine, gaseous | APOS, S","market for compressed air, 600 kPa gauge | compressed air, 600 kPa gauge | APOS, S","market for ethanol, without water, in 99.7% solution state, from fermentation | ethanol, without water, in 99.7% solution state, from fermentation | APOS, S","market for hydrochloric acid, without water, in 30% solution state | hydrochloric acid, without water, in 30% solution state | APOS, S","market for hydrogen, liquid | hydrogen, liquid | APOS, S","market for municipal solid waste | municipal solid waste | APOS, S","market for nitrogen, liquid | nitrogen, liquid | APOS, S","market for oxygen, liquid | oxygen, liquid | APOS, S","market for sawlog and veneer log, softwood, debarked, measured as solid wood | sawlog and veneer log, softwood, debarked, measured as solid wood | APOS, S","market for sewage sludge, dried | sewage sludge, dried | APOS, S","market for sodium hydroxide, without water, in 50% solution state | sodium hydroxide, without water, in 50% solution state | APOS, S","market for wastewater, average | wastewater, average | APOS, S","market group for electricity, medium voltage | electricity, medium voltage | APOS, S","market group for heat, district or industrial, natural gas | heat, district or industrial, natural gas | APOS, S","market group for heat, district or industrial, other than natural gas | heat, district or industrial, other than natural gas | APOS, S","market group for natural gas, high pressure | natural gas, high pressure | APOS, S","mechanical recycling, HDPE sorted","mechanical recycling, LDPE sorted","mechanical recycling, PET sorted","mechanical recycling, PP sorted","mechanical recycling, PS sorted","mechanical recycling, PVC sorted","methanol production | methanol | APOS, S","Mismanaged waste treatment, uncontrolled landfill, plastic packaging waste","Mismanaged waste treatment, uncontrolled landfill, plastic residues","naphtha production, petroleum refinery operation | naphtha | APOS, S","natural gas production | natural gas, high pressure | APOS, S","natural gas production, liquefied | natural gas, liquefied | APOS, S","non-ionic surfactant production, fatty acid derivate | non-ionic surfactant | APOS, S","PET fiber production, PET sorted",PET production,"petrol, unleaded, burned in machinery | petrol, unleaded, burned in machinery | APOS, S","petroleum and gas production, on-shore | natural gas, high pressure | APOS, S","petroleum production, onshore | petroleum | APOS, S","pitch production, petroleum refinery operation | pitch | APOS, S","plastic lumber production, mixed plastic waste, sorted","polydimethylsiloxane production | polydimethylsiloxane | APOS, S","potassium hydroxide production | potassium hydroxide | APOS, S",PP production,PS production,PVC production,"pyrolysis (monomer production), HDPE sorted","pyrolysis (monomer production), LDPE sorted","pyrolysis (monomer production), PP sorted","pyrolysis, feedstock recycling, mixed plastic waste, sorted","rigid, mono-layer plastic packaging production","rigid, multi-layer plastic packaging production","road pavement production, mixed plastic waste, sorted",small-size plastic packaging production,"sodium chloride production, powder | sodium chloride, powder | APOS, S","sodium phosphate production | sodium phosphate | APOS, S","sodium sulfate production, from natural sources | sodium sulfate, anhydrite | APOS, S","solvent production, organic | solvent, organic | APOS, S","sorting, non-optical manual and automatic sorter (commercial)","sorting, optiacl sorter (commercial)","sorting, optical with film sorter (commercial)","sorting, optical with film, multilayer, and AI sorter (emerging)","steam production, as energy carrier, in chemical industry | heat, from steam, in chemical industry | APOS, S","steam production, in chemical industry | steam, in chemical industry | APOS, S","sulfuric acid production | sulfuric acid | APOS, S","tap water production, conventional treatment | tap water | APOS, S","textile production, nonwoven polyester, needle-punched | textile, nonwoven polyester | APOS, S","titanium tetrachloride production | titanium tetrachloride | APOS, S","treatment of average incineration residue, residual material landfill | average incineration residue | APOS, S","treatment of hazardous waste, hazardous waste incineration, with energy recovery | hazardous waste, for incineration | APOS, S","treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | APOS, S","treatment of inert waste, sanitary landfill | inert waste | APOS, S","treatment of municipal solid waste, sanitary landfill | municipal solid waste | APOS, S","treatment of sewage sludge by anaerobic digestion | sewage sludge | APOS, S","treatment of spent catalyst base from ethyleneoxide production, residual material landfill | spent catalyst base from ethyleneoxide production | APOS, S","treatment of spent solvent mixture, hazardous waste incineration, with energy recovery | spent solvent mixture | APOS, S","treatment of waste paperboard, sanitary landfill | waste paperboard | APOS, S","treatment of waste plastic, mixture, sanitary landfill | waste plastic, mixture | APOS, S","treatment of waste plastic, mixture, unsanitary landfill, wet infiltration class (500mm) | waste plastic, mixture | APOS, S","treatment of wastewater, average, capacity 1E9l/year | wastewater, average | APOS, S","treatment of wastewater, average, capacity 4.7E10l/year | wastewater, average | APOS, S","treatment of wastewater, unpolluted, capacity 5E9l/year | wastewater, unpolluted | APOS, S","water production, completely softened | water, completely softened | APOS, S","water production, deionised | water, deionised | APOS, S"
"alkylbenzene sulfonate production, linear, petrochemical | alkylbenzene sulfonate, linear, petrochemical | APOS, S","alkylbenzene sulfonate, linear, petrochemical",29026153-01e0-4b94-9ba5-173e3986ed08,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"aluminium sulfate production, powder | aluminium sulfate, powder | APOS, S","aluminium sulfate, powder",761145b7-3abe-48a5-a426-da5da6c36674,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ammonium sulfate production | ammonium sulfate | APOS, S",ammonium sulfate,6f4bede8-f885-499c-8ac9-6832e35d9d16,,,,,,,,,,,,1,,,,,,,-0.07202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio ethylene dichloride production,bio-ethylene dichloride,24e095c0-7c86-4805-a596-4f842f19e9af,,,,,,,,,,,,,1,,,,,,,,,,-0.13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bio-Cyclohexa-2,5-diene-1,4-dicarboxylate production","bio-Cyclohexa-2,5-diene-1,4-dicarboxylate",68e3b7fb-d925-4210-a09c-bcd91c775c35,,,,,,,,,,,,,,1,,,,,,,,-1.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio-ethylene oxide production,bio-ethylene oxide,a43658b0-59cd-480c-9d79-c9fffe3b5293,,,,,,,,,,,,,,,1,,,-0.05146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio-ethylene production,bio-ethylene,9e02a198-b15e-454a-9415-1162c063c0d7,,,,,,,,,,,,,-0.295,,,1,,,,,,,-0.4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for ethylene monomer production,ethylene,9e02a198-b15e-454a-9415-1162c063c0d7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1.01,,,,,,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05449,,,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for MEG monomer production,MEG,6bf179b3-2f6a-4cd5-9bb5-a579e4b07748,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,138,0.20086,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio-Muconic acid production,Bio-muconic acid,2c1f19f6-2737-4213-a2e2-9929076d4a8b,,,,,,,,,,,,,,-0.845,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for propylene monomer production,propylene,b9260650-20a4-4cde-862f-1ba2d9f142f4,,,,,,,,,,,,,,,,,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.98726,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for styrene monomer production,styrene,f13ecf4d-363e-4332-abe1-998d700d42a3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0.7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for TPA monomer production,bio-TPA,5ded3b0f-d90f-4be7-a48c-cbb3a2716b3f,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,665,0.62914,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-860.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for vinyl chloride monomer production,bio-vinyl chloride,243b8a26-2ece-4366-b18f-03fb62960664,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.00163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chemical factory construction, organics | chemical factory, organics | APOS, S","chemical factory, organics",3d0fe4e0-eac9-4704-b3fd-09b8594d0fbe,,,,,,,,,,,,,-4.00E-10,,,,,,,,,,-4.00E-10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.00E-10,,-4.00E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chemical production, inorganic | chemical, inorganic | APOS, S","chemical, inorganic",73b452c8-3ac4-4993-86e4-fe0653467988,,,,,,,,,,,,,,,,,,,,,,,-0.00097,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.10E-06,,-0.00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chemical production, organic | chemical, organic | APOS, S","chemical, organic",2be73167-58e8-4706-a68f-167c80df9f72,,,,,,,,,,,,,,,,,,,,,,,-2.10E-06,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00711,,-0.02186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chlorine production, liquid | chlorine, liquid | APOS, S","chlorine, liquid",a6b32de2-648a-4cd7-a256-9b122f68dd8b,,,,,,,,,,,,,-0.735,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"citric acid production | citric acid | APOS, S",citric acid,5a337107-6bdb-4280-84d4-15a4993c51c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"copper production, cathode, solvent extraction and electrowinning process | copper, cathode | APOS, S","copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,,,,,,,,,,,,,-2.30E-05,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for treating PET sorted waste,"PET waste, sorted",3d20a581-6a2f-4bb8-880a-021ed8cd8b17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1490,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1299,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
"dewatering of ethanol from biomass, from 95% to 99.7% solution state | ethanol, without water, in 99.7% solution state, from fermentation | APOS, S","ethanol, without water, in 99.7% solution state, from fermentation",508155f4-0601-4a0b-be0f-9ac7d558605a,,,,,,,,,,,,,,,,,,,,-172.949,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"diesel production, petroleum refinery operation | diesel | APOS, S",diesel,291fc06d-1b3e-4077-aabb-346b588ed24b,,,,,,,,,,,,,,,,-0.12444,-0.12444,,-0.1224,-12.6603,-0.09157,,,,,,,,,,,-468.889,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-0.01787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"electricity production, medium voltage, petroleum refinery operation | electricity, medium voltage | APOS, S","electricity, medium voltage",759b89bd-3aa6-42ad-b767-5bb9ef5d331d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4926.85,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"electricity voltage transformation from high to medium voltage | electricity, medium voltage | APOS, S","electricity, medium voltage",759b89bd-3aa6-42ad-b767-5bb9ef5d331d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,3.358144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"enzymes production | enzymes | APOS, S",enzymes,b9e7503c-58d1-436d-bc16-6f7d09efffd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ethylene glycol production | ethylene glycol | APOS, S",ethylene glycol,4052f31f-cd94-4b86-b075-210914586a0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"flexible, mono-layer plastic packaging production","flexible, mono-layer plastic packaging",78231b41-4634-4f17-872d-232a85e98f90,,-0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"flexible, multi-layer plastic packaging production","flexible, multi-layer plastic packaging",80ede8b0-a962-468b-b40c-c39907251298,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"formic acid production, methyl formate route | formic acid | APOS, S",formic acid,118a9202-6b68-44aa-82b5-2c2bf5bc02cf,,,,,,-56.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for treating sorted mixed plastic packaging,"mixed plastic packaging, sorted",06f72394-4896-4ccb-af36-5f502826ba54,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,-1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
"glucose production | glucose | APOS, S",glucose,fde9ca6e-daef-4963-a975-e8128d2bf92f,,,,,,,,,,,,,,,,,,,-0.45267,,-3.84615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"hard coal mine operation and hard coal preparation | hard coal | APOS, S",hard coal,0d3eda5a-4601-4573-9549-0701c459ab88,,,,,,,,,,,,,,,,,,,,,,-0.01699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDPE production,"polyethylene, high density, granulate",b685192a-e033-421e-9074-8fe7cb176046,,,,,,104.8135,10.7635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000,-1000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000,-1000,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | heat, district or industrial, natural gas | APOS, S","heat, district or industrial, natural gas",1125e767-7b5d-442e-81d6-9b0d3e1919ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9.328451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heat production, natural gas, at industrial furnace low-NOx >100kW | heat, district or industrial, natural gas | APOS, S","heat, district or industrial, natural gas",1125e767-7b5d-442e-81d6-9b0d3e1919ac,,,,,,-68.832,,,,,,,,,,,,-2,,,,-0.458,,,,,,-0.71986,,,,,-1.044,,,,,,,,,,,,,,,,,,,-7.68,,1,,11.02654,,,,-7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2059.61,,,,,,,,,-2.49,,-3.32979,-3.32971,-2.78014,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | APOS, S",heavy fuel oil,2966d161-5281-47d6-86d3-efbb0a4b2110,,,,,,,,,,,,,,,,,,,,,,-0.01557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00147,,,1,,,,,-0.00147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for end of life of collected plastic packaging waste,plastic packaging waste (collected),0826aa7d-be93-448e-b0d2-cec5e2a516fc,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,
multiple process alternatives for treating plastic residues with low quality,"plastic residues (low-quality, or in MSW)",04906fa3-52b5-48a3-a82e-d21f7c304b06,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,0.109929,0.09058,0.147392,0.109929,0.109929,0.07,,,-1,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
LDPE production,"polyethylene, low density, granulate",947a85fa-114e-4d9e-b36c-3293e48ea5ae,,,,,,371.355,37.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000,-1000,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.905797,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000,-1000,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"light fuel oil production, petroleum refinery operation | light fuel oil | APOS, S",light fuel oil,b89dadb0-75e9-44fd-8d41-1ec8dcce23b6,,,,,,,,,,,,,,,,,,,,,,-0.00487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lignite mine operation | lignite | APOS, S",lignite,1456f165-52a4-47f3-a5c3-e13dfb13626d,,,,,,,,,,,,,,,,,,,,,,,,1.660656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lime production, hydrated, loose weight | lime, hydrated, loose weight | APOS, S","lime, hydrated, loose weight",e40cb987-863a-4eb1-9e2d-f6e78320288f,,,,,,-121.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | APOS, S",liquefied petroleum gas,9d447e1a-a41a-43ac-b374-d0fc6dcb61df,,,,,,,,,,,,,,,,,,,,,,-5.00E+10,,,,,,,,,,-1918.18,,,,,,,,,,,,,,,,,,,,-2.20E-05,,,,,,,,-2.20E-05,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"market for ammonia, anhydrous, liquid | ammonia, anhydrous, liquid | APOS, S","ammonia, anhydrous, liquid",06b8d05b-e1e6-427b-929c-bb55e84e7c08,,,,,,,,,,,,,,,,,,,,,,,-1.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"market for chlorine, gaseous | chlorine, gaseous | APOS, S","chlorine, gaseous",0992e479-07eb-4837-8aa3-d4411f675dad,,,,,,,,,,,,,,,,,,,,,,,-0.42492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"market for compressed air, 600 kPa gauge | compressed air, 600 kPa gauge | APOS, S","compressed air, 600 kPa gauge",58c5a1af-21fa-4cd1-a7a2-a63f454b411e,,,,,,,,,,,,,,,,,,,,,,,-0.04008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03988,,-0.92477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
