,,,,,,Process name,Use & collection (BAU),"air separation, cryogenic | nitrogen, liquid | APOS, S","chemical factory construction, organics | chemical factory, organics | APOS, S","chemical production, inorganic | chemical, inorganic | APOS, S","chemical production, organic | chemical, organic | APOS, S","diesel production, petroleum refinery operation | diesel | APOS, S",Fossil-ethylene production,Fossil-MEG production,Fossil-propylene production,Fossil-styrene production,Fossil-TPA production,"hard coal mine operation and hard coal preparation | hard coal | APOS, S",HDPE production (BAU),"heat production, natural gas, at industrial furnace low-NOx >100kW | heat, district or industrial, natural gas | APOS, S","heavy fuel oil production, petroleum refinery operation | heavy fuel oil | APOS, S","incineration, electricity recovery, plastic residues (BAU)","landfill, plastic residues (BAU)",LDPE production (BAU),"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | APOS, S","market for compressed air, 600 kPa gauge | compressed air, 600 kPa gauge | APOS, S","market for hydrogen, liquid | hydrogen, liquid | APOS, S","market for municipal solid waste | municipal solid waste | APOS, S","market for polyethylene, low density, granulate | polyethylene, low density, granulate | APOS, S","market for polystyrene, general purpose | polystyrene, general purpose | APOS, S","market for sodium hydroxide, without water, in 50% solution state | sodium hydroxide, without water, in 50% solution state | APOS, S","market for wastewater, average | wastewater, average | APOS, S","market group for electricity, medium voltage | electricity, medium voltage | APOS, S","market group for natural gas, high pressure | natural gas, high pressure | APOS, S","mechanical recycling, HDPE sorted (BAU)","mechanical recycling, LDPE sorted (BAU)","mechanical recycling, PET sorted (BAU)","mechanical recycling, PP sorted (BAU)","mechanical recycling, PS sorted (BAU)",open burning,PET production (BAU),"polyethylene terephthalate, granulate, amorphous, recycled to generic market for amorphous PET granulate | polyethylene terephthalate, granulate, amorphous | APOS, S","polyethylene, high density, granulate, recycled to generic market for high density PE granulate | polyethylene, high density, granulate | APOS, S","polypropylene production, granulate | polypropylene, granulate | APOS, S","polyvinylchloride production, bulk polymerisation | polyvinylchloride, bulk polymerised | APOS, S",PP production (BAU),PS production (BAU),"solvent production, organic | solvent, organic | APOS, S",Sorting (BAU),"steam production, as energy carrier, in chemical industry | heat, from steam, in chemical industry | APOS, S","tap water production, conventional treatment | tap water | APOS, S","titanium tetrachloride production | titanium tetrachloride | APOS, S","treatment of hazardous waste, hazardous waste incineration, with energy recovery | hazardous waste, for incineration | APOS, S","treatment of municipal solid waste, sanitary landfill | municipal solid waste | APOS, S","treatment of waste plastic, mixture, open burning | waste plastic, mixture | APOS, S","treatment of waste plastic, mixture, sanitary landfill | waste plastic, mixture | APOS, S","treatment of wastewater, average, capacity 1E9l/year | wastewater, average | APOS, S","treatment of wastewater, unpolluted, capacity 5E9l/year | wastewater, unpolluted | APOS, S"
d22d803d-a281-4821-8a6c-e79b75641eae,Emission to water,ground water,Dichlorprop,,kg,,,9.20329E-14,0.000352652,1.78525E-12,9.85305E-13,1.19606E-13,3.04041E-14,4.8808E-13,3.25639E-14,5.31227E-13,8.74568E-13,2.76912E-14,,3.77435E-15,1.06988E-13,,,,1.31322E-13,2.75168E-14,5.29082E-13,5.32377E-15,1.95115E-12,1.50013E-12,1.73202E-12,3.21086E-12,2.22704E-13,9.8477E-14,,,,,,,,5.34747E-13,1.39772E-12,3.64241E-13,2.7043E-12,,,1.05644E-12,,1.21924E-14,3.39139E-16,1.04862E-11,1.56007E-12,3.16068E-14,,2.86126E-14,3.22854E-12,3.03472E-12
bb472a88-f118-4e3c-9305-3f206aaa8a41,Emission to water,surface water,Dichlorprop,,kg,,,3.86802E-16,1.48215E-06,7.50319E-15,4.14112E-15,5.02689E-16,1.27785E-16,2.05134E-15,1.36862E-16,2.23268E-15,3.6757E-15,1.16383E-16,,1.58631E-17,4.49659E-16,,,,5.51931E-16,1.15649E-16,2.22367E-15,2.23752E-17,8.20044E-15,6.30488E-15,7.27947E-15,1.34949E-14,9.35994E-16,4.13887E-16,,,,,,,,2.24747E-15,5.8744E-15,1.53086E-15,1.13658E-14,,,4.44011E-15,,5.12432E-17,1.42536E-18,4.40722E-14,6.55678E-15,1.3284E-16,,1.20255E-16,1.35692E-14,1.27546E-14
02dd7309-b7c2-47bb-82c8-09345be9c2bb,Emission to soil,agricultural,Dichlorprop-P,,kg,,,3.29183E-10,1.142699,3.03762E-09,1.11467E-09,1.63035E-10,2.5364E-12,1.72315E-09,2.64316E-12,1.45261E-09,9.00086E-10,1.86227E-09,,4.78358E-12,7.67645E-11,,,,1.52602E-10,1.20627E-10,8.11646E-10,9.13945E-12,1.58469E-09,7.46252E-11,1.7732E-09,6.50248E-10,6.13299E-10,4.30717E-11,,,,,,,,1.03914E-09,2.26397E-09,1.33024E-09,2.54081E-09,,,1.24873E-09,,2.83469E-11,4.12224E-13,6.81628E-09,7.46776E-10,1.28004E-11,,5.89311E-12,6.53481E-10,4.48502E-10
c22556eb-e721-4283-85c4-a43781147313,Emission to soil,agricultural,Dichlorvos,,kg,,,,,,,,1.44741E-13,1.58517E-10,1.49557E-13,8.35597E-11,1.001E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322e750-aed5-589b-a3ae-667600cee0c4,Emission to soil,agricultural,Dichlorvos,,kg,,,2.18362E-11,0.15932772,2.03222E-10,1.16736E-10,5.92353E-12,,,,,,4.16217E-12,,3.83536E-13,5.06576E-12,,,,6.36519E-12,9.63229E-12,7.58184E-11,3.80551E-13,1.65776E-10,3.20225E-12,2.26094E-10,5.28487E-11,8.05088E-11,4.46781E-12,,,,,,,,1.29593E-10,2.53218E-10,8.71902E-11,3.14227E-10,,,1.03708E-10,,6.92045E-13,4.32411E-14,7.26189E-10,5.39547E-11,1.40567E-12,,5.19932E-13,5.30769E-11,3.88053E-11
d26099e9-c6bc-4d7f-a0bd-29c884965ba5,Emission to water,surface water,Dichromate,,kg,,,1.28555E-10,0.39443522,9.13601E-10,4.87031E-10,6.26153E-11,4.87533E-12,5.51506E-10,5.13606E-12,3.97047E-10,4.57584E-10,2.01428E-11,,5.73845E-12,5.52712E-11,,,,6.80723E-11,3.58768E-11,3.43152E-10,5.95332E-11,9.86068E-10,2.02202E-10,7.78776E-10,1.35114E-08,2.30881E-10,1.72651E-10,,,,,,,,1.01619E-09,3.25162E-09,5.19987E-10,1.82793E-09,,,3.95792E-10,,1.26954E-11,6.24226E-13,4.09343E-09,3.46797E-10,4.68597E-10,,4.5517E-10,1.35954E-08,1.19544E-08
3b8a6f65-384b-4086-a817-b0c77555b78a,Emission to water,unspecified,Dichromate,,kg,,,1.80665E-09,0.44509453,3.73669E-09,1.87165E-09,2.38542E-10,3.37738E-12,3.85958E-09,3.48255E-12,1.44584E-09,2.48874E-09,1.6732E-11,,7.01948E-11,2.11706E-10,,,,2.59806E-10,2.0936E-09,2.53868E-09,5.73165E-12,3.49948E-09,6.06923E-11,5.23625E-09,3.32658E-09,3.18442E-09,1.17639E-10,,,,,,,,1.37646E-08,7.49748E-09,1.68556E-09,5.23698E-09,,,1.57194E-09,,5.2845E-11,1.73223E-12,1.21463E-08,1.32321E-09,1.34318E-10,,2.30132E-11,3.33572E-09,6.67628E-10
009f3374-e604-4e24-88f5-d785cd93aac7,Emission to soil,agricultural,Diclofop,,kg,,,5.40375E-12,0.018689316,9.17411E-11,5.08658E-11,6.12558E-12,1.42447E-12,2.68531E-11,1.52538E-12,2.6829E-11,4.34447E-11,1.46386E-12,,1.93812E-13,5.47644E-12,,,,6.72123E-12,1.61748E-12,2.72931E-11,2.69889E-13,9.93116E-11,7.00655E-11,9.2642E-11,1.51189E-10,1.63212E-11,4.85752E-12,,,,,,,,2.98584E-11,6.93351E-11,1.90754E-11,1.38752E-10,,,5.3716E-11,,5.84108E-13,1.76571E-14,5.26076E-10,7.54016E-11,1.55848E-12,,1.36101E-12,1.52021E-10,1.42465E-10
0f02d06c-c44d-4681-a677-eff6aa3cd7e0,Emission to soil,agricultural,Diclofop-methyl,,kg,,,5.53316E-12,0.019008702,9.33265E-11,5.17408E-11,6.23181E-12,1.44675E-12,2.73824E-11,1.54924E-12,2.73118E-11,4.41792E-11,1.48918E-12,,1.97399E-13,5.57147E-12,,,,6.83776E-12,1.65497E-12,2.77923E-11,2.74402E-13,1.01003E-10,7.11575E-11,9.43014E-11,1.53576E-10,1.66918E-11,4.93864E-12,,,,,,,,3.0588E-11,7.14107E-11,1.94217E-11,1.41126E-10,,,5.46269E-11,,5.94533E-13,1.80225E-14,5.34956E-10,7.6624E-11,1.5843E-12,,1.38268E-12,1.54421E-10,1.44698E-10
e898ea74-a3a1-5b26-a61e-384bffaf2bd6,Emission to water,unspecified,Diethanolamine,,kg,,,1.38204E-11,0.010934808,1.74438E-10,4.06547E-11,3.09416E-12,2.59048E-14,3.53373E-11,2.67167E-14,2.06461E-11,1.79407E-11,5.97672E-13,,1.64166E-13,2.77016E-12,,,,3.38663E-12,3.84774E-12,2.14436E-11,6.35528E-14,2.89026E-11,6.11261E-13,4.14824E-11,1.02425E-11,2.15599E-11,1.26345E-12,,,,,,,,8.57942E-11,4.30865E-10,1.74667E-11,4.50721E-11,,,3.22304E-11,,1.03277E-12,2.87321E-14,2.49858E-10,1.00577E-11,2.95359E-13,,1.05925E-13,1.02963E-11,4.42825E-12
89951b1a-9b6b-4bc7-82fc-6fc263e91936,Emission to air,high population density,Diethyl ether,,kg,,,2.64935E-14,3.58444E-05,6.65504E-14,3.43061E-14,3.21471E-15,2.40609E-16,7.64148E-14,2.56229E-16,3.01295E-14,3.81512E-14,2.01557E-15,,3.23426E-16,2.63914E-15,,,,3.39493E-15,7.52608E-15,4.44913E-14,1.75633E-16,5.82494E-14,2.52944E-15,8.48029E-14,4.7723E-14,3.99466E-14,2.67527E-15,,,,,,,,1.74144E-13,7.4594E-13,3.57044E-14,9.77663E-14,,,2.9665E-14,,6.87043E-16,5.91159E-17,2.48849E-13,2.86202E-14,6.59703E-16,,3.12933E-16,4.7969E-14,3.84621E-14
7e7039a1-6186-4ef6-a7e6-d135b7fe5601,Emission to air,high population density,Diethylamine,,kg,,,3.36193E-12,0.005210409,1.62832E-11,6.30982E-12,9.19964E-13,1.92805E-14,1.07399E-11,2.02708E-14,7.22313E-12,5.71258E-12,3.62772E-12,,5.14799E-14,6.82829E-13,,,,9.51694E-13,1.26289E-12,6.27688E-12,3.56221E-14,9.58319E-12,7.28667E-13,1.32207E-11,4.82789E-12,5.69036E-12,4.27977E-13,,,,,,,,7.01758E-12,2.18601E-10,5.94379E-12,1.55381E-11,,,6.07624E-12,,1.33099E-13,2.61758E-15,4.65405E-11,4.17142E-12,1.12015E-13,,4.55433E-14,4.85383E-12,2.86269E-12
66611217-6711-4b3a-8966-4ab2b7107ca6,Emission to water,surface water,Diethylamine,,kg,,,8.06871E-12,0.012505142,3.90802E-11,1.51437E-11,2.20794E-12,4.62737E-14,2.5776E-11,4.86504E-14,1.73357E-11,1.37103E-11,8.70666E-12,,1.23553E-13,1.63881E-12,,,,2.28409E-12,3.03095E-12,1.50647E-11,8.5494E-14,2.29999E-11,1.74882E-12,3.17301E-11,1.15871E-11,1.3657E-11,1.02716E-12,,,,,,,,1.68424E-11,5.24649E-10,1.42653E-11,3.72918E-11,,,1.45831E-11,,3.19442E-13,6.28228E-15,1.11699E-10,1.00115E-11,2.68838E-13,,1.09305E-13,1.16493E-11,6.87052E-12
d439867e-7ef9-41aa-91e2-de8a922f9158,Emission to air,high population density,Diethylene glycol,,kg,,,2.94353E-13,0.000274755,9.98595E-13,4.61377E-13,1.14251E-13,7.47025E-16,7.69671E-13,7.74869E-16,6.85067E-13,5.53532E-13,2.48169E-14,,3.68103E-15,1.02052E-13,,,,1.25003E-13,8.17675E-14,4.8071E-13,2.51041E-15,6.43714E-13,1.91231E-14,9.77772E-13,3.22741E-13,4.83154E-13,3.37713E-14,,,,,,,,1.69119E-12,1.44441E-11,3.71264E-13,1.09315E-12,,,4.14222E-13,,4.03865E-14,5.79897E-16,1.35059E-11,2.53085E-13,7.22618E-15,,2.96555E-15,3.24355E-13,1.64626E-13
e1cc645c-9d74-40ff-a4b0-b0591d8717e5,Emission to air,low population density,Diethylene glycol,,kg,,,3.07443E-10,0.072310669,5.9943E-10,2.74481E-10,3.6459E-11,4.59638E-13,6.46932E-10,4.72908E-13,2.64614E-10,2.87362E-10,8.98049E-12,,3.57959E-12,3.28199E-11,,,,3.9992E-11,8.12299E-11,4.28982E-10,9.07995E-13,5.21692E-10,9.42166E-12,8.17739E-10,1.78402E-10,4.73652E-10,2.80924E-11,,,,,,,,1.97711E-09,2.26588E-08,2.66667E-10,7.45592E-10,,,2.45653E-10,,1.12894E-11,6.5398E-13,7.30007E-09,1.88143E-10,5.81933E-12,,1.9171E-12,1.79377E-10,5.72164E-11
992bd199-894d-4be6-9837-d85e8e5b3f45,Emission to water,surface water,Diethylene glycol,,kg,,,1.90171E-11,0.004472825,3.70782E-11,1.69782E-11,2.2552E-12,2.84312E-14,4.00164E-11,2.9252E-14,1.63679E-11,1.7775E-11,5.55494E-13,,2.21418E-13,2.0301E-12,,,,2.47373E-12,5.02453E-12,2.65349E-11,5.61647E-14,3.22696E-11,5.82783E-13,5.05818E-11,1.10352E-11,2.92981E-11,1.73768E-12,,,,,,,,1.22295E-10,1.40158E-09,1.64948E-11,4.61191E-11,,,1.5195E-11,,6.98313E-13,4.04524E-14,4.51551E-10,1.16377E-11,3.59959E-13,,1.18583E-13,1.10955E-11,3.53916E-12
ecc90a90-aec5-4ffc-88ba-e29a3e9884ac,Emission to water,unspecified,Diethylene glycol,,kg,,,1.065E-11,0.002433321,2.12324E-11,1.01887E-11,2.07538E-12,1.63553E-14,2.23099E-11,1.68284E-14,1.22558E-11,1.06155E-11,3.49875E-13,,1.22264E-13,1.86995E-12,,,,2.27733E-12,2.8098E-12,1.48699E-11,3.87603E-14,1.81695E-11,3.57892E-13,2.84935E-11,6.29268E-12,1.65057E-11,9.13407E-13,,,,,,,,6.61682E-11,3.35844E-10,9.29629E-12,2.6555E-11,,,8.67056E-12,,7.27583E-13,2.21998E-14,1.68471E-10,6.68233E-12,2.05572E-13,,7.07048E-14,6.32735E-12,2.05869E-12
5458bee1-0c04-445c-b617-a7315d6a2b9f,Emission to soil,agricultural,Difenoconazole,,kg,,,3.82794E-10,2.7355097,3.50778E-09,2.03571E-09,1.5241E-10,3.50184E-12,2.72817E-09,3.65748E-12,1.81495E-09,1.73957E-09,6.90483E-11,,6.93514E-12,1.26658E-10,,,,1.61855E-10,1.68275E-10,1.37913E-09,7.051E-12,2.73239E-09,1.10241E-10,3.83012E-09,1.0377E-09,1.24995E-09,8.68461E-11,,,,,,,,2.37868E-09,8.34538E-09,1.50625E-09,5.31027E-09,,,1.83475E-09,,1.74596E-11,7.75633E-13,1.32585E-08,9.69981E-10,2.3741E-11,,9.89069E-12,1.04236E-09,7.85873E-10
e6e0434c-b004-4a1d-8424-7639515fabab,Emission to air,low population density,Diflubenzuron,,kg,,,,,,,,2.77404E-16,3.68534E-14,2.93363E-16,4.16543E-14,3.60678E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedc1f3e-71d2-4bb9-9699-c77603031f81,Emission to air,low population density,Diflubenzuron,,kg,,,6.7514E-15,2.90408E-05,9.73069E-14,4.8365E-14,2.69049E-14,,,,,,1.1993E-14,,3.4617E-16,2.41649E-14,,,,2.94116E-14,2.43005E-15,2.51483E-14,1.34452E-15,6.0267E-14,2.21611E-14,7.80609E-14,4.28873E-14,1.97434E-14,9.44449E-15,,,,,,,,6.58515E-14,2.63299E-11,2.30502E-14,1.01238E-13,,,4.8357E-14,,1.08971E-15,1.38889E-17,1.16064E-12,3.9867E-14,8.85231E-16,,6.76466E-16,4.30974E-14,3.41217E-14
b918120c-5dd9-4a28-86ee-9b05a42bdd01,Emission to soil,agricultural,Diflubenzuron,,kg,,,1.14156E-10,0.41867723,1.37499E-09,7.11727E-10,3.55897E-10,4.99849E-12,5.5779E-10,5.30029E-12,5.70369E-10,5.43222E-10,1.06142E-10,,4.43576E-12,3.19378E-10,,,,3.88979E-10,3.92005E-11,3.89579E-10,1.88125E-11,9.56915E-10,3.66407E-10,1.22036E-09,7.00851E-10,3.28596E-10,1.04848E-10,,,,,,,,8.86058E-10,2.15603E-07,3.36162E-10,1.55655E-09,,,7.00707E-10,,1.48227E-11,2.49439E-13,1.19187E-08,6.21549E-10,1.38222E-11,,1.03676E-11,7.04378E-10,5.7771E-10
016da38a-40a6-483c-b328-9782dc46e802,Emission to soil,agricultural,Diflufenican,,kg,,,3.94053E-11,0.18234473,2.95546E-10,1.64662E-10,1.4438E-11,1.29243E-12,2.1041E-10,1.37799E-12,1.23349E-10,1.48381E-10,5.28053E-12,,6.86346E-13,1.26976E-11,,,,1.56994E-11,1.46049E-11,1.16227E-10,6.32904E-13,2.56328E-10,5.94649E-11,3.19397E-10,1.81544E-10,1.03827E-10,9.18816E-12,,,,,,,,2.42722E-10,8.12185E-10,1.15377E-10,4.45109E-10,,,1.52596E-10,,1.97558E-12,8.69072E-14,1.27871E-09,1.1942E-10,2.77243E-12,,1.66225E-12,1.82481E-10,1.5508E-10
cc667a3d-e88b-42f7-b265-461b7d66837f,Emission to soil,agricultural,Diflufenzopyr-sodium,,kg,,,2.98772E-13,0.000975685,4.83692E-12,4.15279E-12,5.55911E-13,2.95867E-14,1.36999E-12,3.15445E-14,1.00473E-11,1.47438E-12,1.08546E-13,,8.83312E-15,3.27699E-13,,,,5.2308E-13,9.80856E-14,3.02869E-12,1.19809E-14,3.04034E-12,1.36498E-12,7.45411E-12,3.68731E-12,9.73466E-13,2.01966E-13,,,,,,,,1.8812E-12,4.37113E-12,8.86244E-13,6.48888E-12,,,4.49013E-12,,2.54452E-14,7.32986E-16,2.23067E-11,2.73707E-12,4.46266E-14,,3.32766E-14,3.7072E-12,3.3201E-12
e9514abc-d441-49cb-84f6-0815ffa693fc,Emission to water,surface water,Diisobutyl ketone,,kg,,,3.99522E-12,0.077547458,1.50841E-09,5.85121E-11,5.21056E-12,1.20201E-13,7.22484E-11,1.25738E-13,4.40737E-11,1.51703E-10,1.0208E-12,,1.63541E-13,4.04903E-12,,,,5.43268E-12,3.13302E-12,3.84185E-11,2.62077E-12,7.24576E-11,1.81904E-11,8.37664E-11,3.52998E-11,7.00469E-12,2.61952E-12,,,,,,,,5.68418E-11,1.71432E-10,5.68224E-11,1.59622E-10,,,2.02918E-10,,2.73655E-13,7.28067E-14,3.51461E-10,2.43521E-11,6.91434E-13,,4.78347E-13,3.54372E-11,1.95371E-11
b3b430f2-1a9e-4db3-8379-85097a24de1f,Emission to soil,agricultural,Dimethachlor,,kg,,,1.82775E-12,0.003496466,1.43763E-11,7.8297E-12,9.23444E-13,2.00943E-13,6.4096E-12,2.1513E-13,4.56296E-12,7.13561E-12,2.66231E-13,,3.92814E-14,8.22976E-13,,,,1.01169E-12,5.28579E-13,5.35056E-12,3.89715E-14,1.51731E-11,9.51926E-12,1.51751E-11,2.17467E-11,3.5734E-12,7.52528E-13,,,,,,,,1.14482E-11,4.53354E-11,3.80642E-12,2.15949E-11,,,8.05902E-12,,1.04743E-13,4.81693E-15,7.8028E-11,1.12008E-11,2.30042E-13,,1.91857E-13,2.18661E-11,2.00982E-11
63e7b03f-8549-11e0-9d78-0800200c9a66,Emission to air,low population density,Dimethenamid,,kg,,,,,,,,2.01239E-14,3.15361E-13,2.15529E-14,3.47174E-13,5.78357E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206b98e7-9df1-4aa1-896e-dc5aa93e9844,Emission to air,low population density,Dimethenamid,,kg,,,5.19895E-14,0.00024459,1.19453E-12,6.64205E-13,7.84504E-14,,,,,,1.83433E-14,,2.42635E-15,7.00419E-14,,,,8.60652E-14,1.62184E-14,3.44755E-13,3.57252E-15,1.30876E-12,9.92365E-13,1.16996E-12,2.12466E-12,1.54443E-13,6.53097E-14,,,,,,,,2.88022E-13,4.44735E-13,2.39875E-13,1.81991E-12,,,7.1099E-13,,6.84528E-15,2.03081E-16,6.83333E-12,1.03691E-12,2.10635E-14,,1.89699E-14,2.13635E-12,2.01078E-12
71525276-3417-4d4b-9af8-0baa265de4a2,Emission to soil,agricultural,Dimethenamid,,kg,,,1.44777E-11,0.071048429,2.79232E-10,1.93551E-10,2.3951E-11,3.12228E-12,8.57732E-11,3.33994E-12,3.10662E-10,1.14342E-10,5.18953E-12,,5.31555E-13,1.69469E-11,,,,2.3992E-11,5.06441E-12,1.24506E-10,7.51206E-13,2.40524E-10,1.51335E-10,3.42072E-10,3.47949E-10,4.46695E-11,1.30681E-11,,,,,,,,8.79706E-11,1.82798E-10,5.88218E-11,4.02735E-10,,,2.069E-10,,1.49343E-12,4.42335E-14,1.40921E-09,1.95133E-10,3.67037E-12,,3.10365E-12,3.49848E-10,3.24232E-10
fa68e7a6-a70c-4ed7-814c-b388273eefe2,Emission to water,ground water,Dimethenamid,,kg,,,1.83493E-14,8.63255E-05,4.21598E-13,2.34424E-13,2.76883E-14,,,,,,6.47409E-15,,8.56355E-16,2.47206E-14,,,,3.03758E-14,5.72414E-15,1.21678E-13,1.26088E-15,4.61915E-13,3.50244E-13,4.12925E-13,7.49875E-13,5.45096E-14,2.30504E-14,,,,,,,,1.01655E-13,1.56965E-13,8.46615E-14,6.42318E-13,,,2.50937E-13,,2.41597E-15,7.16755E-17,2.41176E-12,3.65965E-13,7.43415E-15,,6.69523E-15,7.54002E-13,7.09684E-13
3bd3a04a-0cbb-417c-a2ad-93c69395756d,Emission to water,ground water,Dimethenamid,,kg,,,,,,,,7.10251E-15,1.11304E-13,7.60686E-15,1.22532E-13,2.04125E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fc441e0-0d97-46b9-b84b-ed2689d9014a,Emission to water,surface water,Dimethenamid,,kg,,,2.29366E-16,1.07907E-06,5.26998E-15,2.9303E-15,3.46103E-16,8.87814E-17,1.3913E-15,9.50857E-17,1.53165E-15,2.55156E-15,8.09261E-17,,1.07044E-17,3.09007E-16,,,,3.79698E-16,7.15518E-17,1.52097E-15,1.5761E-17,5.77393E-15,4.37806E-15,5.16157E-15,9.37344E-15,6.8137E-16,2.8813E-16,,,,,,,,1.27068E-15,1.96206E-15,1.05827E-15,8.02897E-15,,,3.13671E-15,,3.01996E-17,8.95944E-19,3.01469E-14,4.57456E-15,9.29269E-17,,8.36903E-17,9.42503E-15,8.87105E-15
9b7517da-bb9d-4e28-ad22-176545b1f684,Emission to air,"low population density, long-term",Dimethoate,,kg,,,1.08229E-23,8.25835E-15,7.56524E-23,3.34917E-23,1.55337E-23,3.62604E-26,2.78818E-23,3.74214E-26,8.06841E-23,2.68593E-23,3.08505E-24,,1.25764E-25,1.39933E-23,,,,1.70618E-23,2.92922E-24,1.98556E-23,2.63443E-25,3.07497E-23,1.42364E-24,4.80071E-23,1.23545E-23,2.24129E-23,1.11453E-24,,,,,,,,2.55676E-23,3.72002E-22,1.72892E-23,5.95656E-23,,,3.04538E-23,,6.19028E-24,1.27999E-26,1.381E-21,1.37098E-23,3.74704E-25,,1.84775E-25,1.2425E-23,6.27719E-24
28f19625-5e6a-4902-8c18-4b519db19d86,Emission to soil,agricultural,Dimethoate,,kg,,,2.81676E-10,0.69747565,1.16037E-09,6.36387E-10,4.28679E-11,8.85662E-13,1.05389E-09,9.14252E-13,4.76641E-10,5.82533E-10,3.84481E-11,,3.78694E-12,3.68038E-11,,,,4.61934E-11,9.03648E-11,5.75613E-10,2.00509E-12,9.9995E-10,1.89191E-11,1.42281E-09,3.2648E-10,6.21193E-10,3.47162E-11,,,,,,,,1.77745E-09,6.98218E-09,5.234E-10,1.73565E-09,,,5.60185E-10,,7.6949E-12,5.90837E-13,4.22302E-09,3.37467E-10,9.30863E-12,,3.2826E-12,3.28014E-10,1.94268E-10
d1891870-f763-4b58-9142-47d99710a220,Emission to water,ground water,Dimethoate,,kg,,,9.20668E-24,7.0251E-15,6.4355E-23,2.84903E-23,1.3214E-23,3.08455E-26,2.37181E-23,3.18331E-26,6.86352E-23,2.28483E-23,2.62435E-24,,1.06984E-25,1.19036E-23,,,,1.45139E-23,2.49179E-24,1.68905E-23,2.24102E-25,2.61578E-23,1.21104E-24,4.08381E-23,1.05096E-23,1.90659E-23,9.48095E-25,,,,,,,,2.17495E-23,3.16449E-22,1.47074E-23,5.06705E-23,,,2.5906E-23,,5.26586E-24,1.08885E-26,1.17477E-21,1.16624E-23,3.18748E-25,,1.57182E-25,1.05695E-23,5.33979E-24
23f4021a-5b2d-4e16-ba87-76e871b32392,Emission to soil,agricultural,Dimethomorph,,kg,,,3.03519E-12,0.02166282,2.8236E-11,1.59775E-11,8.51298E-13,2.02566E-14,2.17784E-11,2.09392E-14,1.16835E-11,1.36797E-11,1.27379E-12,,5.29274E-14,7.03772E-13,,,,9.06025E-13,1.32946E-12,1.04111E-11,5.42124E-14,2.26915E-11,4.55279E-13,3.0797E-11,7.28956E-12,1.09593E-11,6.11671E-13,,,,,,,,1.76604E-11,3.45891E-11,1.21266E-11,4.28327E-11,,,1.42938E-11,,1.03043E-13,5.91773E-15,9.93371E-11,7.47425E-12,1.92151E-13,,7.15207E-14,7.3212E-12,5.34155E-12
a46e4a20-8478-4dfc-b7e0-b8a3513e5163,Emission to air,unspecified,Dimethyl carbonate,,kg,,,,,,,,6.79718E-13,6.01457E-10,7.04611E-13,4.37527E-10,4.79649E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d18838bc-54cd-5d6f-a8f3-9b94cfc8472d,Emission to air,unspecified,Dimethyl carbonate,,kg,,,1.29475E-10,0.49441466,8.35185E-10,5.96328E-07,1.87057E-10,,,,,,1.75431E-11,,2.74152E-12,1.65808E-10,,,,2.03884E-10,3.68557E-11,4.47182E-10,4.35877E-12,1.12927E-08,3.8252E-11,6.48955E-10,1.12942E-09,2.07792E-10,5.12516E-11,,,,,,,,4.88677E-09,3.74757E-09,4.54924E-09,6.28793E-09,,,3.39659E-10,,1.10331E-11,3.12877E-13,2.90009E-09,2.2108E-10,1.32978E-11,,1.134E-11,1.1348E-09,1.13829E-09
63e7b041-8549-11e0-9d78-0800200c9a66,Emission to air,unspecified,Dimethyl ether,,kg,,,,,,,,2.74087E-14,1.79246E-11,2.83772E-14,2.20907E-11,1.45553E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acfeda73-2eee-4ca2-ad41-e8c564e75cec,Emission to air,unspecified,Dimethyl ether,,kg,,,2.66773E-12,0.017590208,4.17689E-11,1.58252E-11,3.73728E-12,,,,,,1.05553E-12,,8.73249E-14,3.34453E-12,,,,4.09158E-12,1.19493E-12,9.67106E-12,1.17905E-13,1.69884E-11,3.8161E-12,2.35711E-11,2.14589E-11,4.74042E-12,1.76603E-12,,,,,,,,2.79379E-11,3.77698E-11,1.05557E-11,3.36926E-11,,,1.55962E-11,,2.59343E-13,3.859E-15,7.99449E-11,8.30707E-12,2.69211E-13,,1.8068E-13,2.15543E-11,1.44205E-11
2649e223-09c0-5ced-9604-6cd6332e7cf9,Emission to water,unspecified,Dimethyl hexanediol,,kg,,,5.36012E-12,0.001224686,1.06862E-11,5.12796E-12,1.04454E-12,8.23161E-15,1.12285E-11,8.46971E-15,6.16833E-12,5.34274E-12,1.76091E-13,,6.15351E-14,9.4114E-13,,,,1.14617E-12,1.41417E-12,7.48398E-12,1.9508E-14,9.14469E-12,1.80126E-13,1.43407E-11,3.16709E-12,8.30728E-12,4.59716E-13,,,,,,,,3.33023E-11,1.6903E-10,4.67881E-12,1.33651E-11,,,4.36388E-12,,3.66191E-13,1.11731E-14,8.47912E-11,3.3632E-12,1.03464E-13,,3.55856E-14,3.18454E-12,1.03614E-12
