,,,,,,Process name,Use & collection (BAU),"air separation, cryogenic | nitrogen, liquid | APOS, S","chemical factory construction, organics | chemical factory, organics | APOS, S","chemical production, inorganic | chemical, inorganic | APOS, S","chemical production, organic | chemical, organic | APOS, S","diesel production, petroleum refinery operation | diesel | APOS, S",Fossil-ethylene production,Fossil-MEG production,Fossil-propylene production,Fossil-styrene production,Fossil-TPA production,"hard coal mine operation and hard coal preparation | hard coal | APOS, S",HDPE production (BAU),"heat production, natural gas, at industrial furnace low-NOx >100kW | heat, district or industrial, natural gas | APOS, S","heavy fuel oil production, petroleum refinery operation | heavy fuel oil | APOS, S","incineration, electricity recovery, plastic residues (BAU)","landfill, plastic residues (BAU)",LDPE production (BAU),"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | APOS, S","market for compressed air, 600 kPa gauge | compressed air, 600 kPa gauge | APOS, S","market for hydrogen, liquid | hydrogen, liquid | APOS, S","market for municipal solid waste | municipal solid waste | APOS, S","market for polyethylene, low density, granulate | polyethylene, low density, granulate | APOS, S","market for polystyrene, general purpose | polystyrene, general purpose | APOS, S","market for sodium hydroxide, without water, in 50% solution state | sodium hydroxide, without water, in 50% solution state | APOS, S","market for wastewater, average | wastewater, average | APOS, S","market group for electricity, medium voltage | electricity, medium voltage | APOS, S","market group for natural gas, high pressure | natural gas, high pressure | APOS, S","mechanical recycling, HDPE sorted (BAU)","mechanical recycling, LDPE sorted (BAU)","mechanical recycling, PET sorted (BAU)","mechanical recycling, PP sorted (BAU)","mechanical recycling, PS sorted (BAU)",open burning,PET production (BAU),"polyethylene terephthalate, granulate, amorphous, recycled to generic market for amorphous PET granulate | polyethylene terephthalate, granulate, amorphous | APOS, S","polyethylene, high density, granulate, recycled to generic market for high density PE granulate | polyethylene, high density, granulate | APOS, S","polypropylene production, granulate | polypropylene, granulate | APOS, S","polyvinylchloride production, bulk polymerisation | polyvinylchloride, bulk polymerised | APOS, S",PP production (BAU),PS production (BAU),"solvent production, organic | solvent, organic | APOS, S",Sorting (BAU),"steam production, as energy carrier, in chemical industry | heat, from steam, in chemical industry | APOS, S","tap water production, conventional treatment | tap water | APOS, S","titanium tetrachloride production | titanium tetrachloride | APOS, S","treatment of hazardous waste, hazardous waste incineration, with energy recovery | hazardous waste, for incineration | APOS, S","treatment of municipal solid waste, sanitary landfill | municipal solid waste | APOS, S","treatment of waste plastic, mixture, open burning | waste plastic, mixture | APOS, S","treatment of waste plastic, mixture, sanitary landfill | waste plastic, mixture | APOS, S","treatment of wastewater, average, capacity 1E9l/year | wastewater, average | APOS, S","treatment of wastewater, unpolluted, capacity 5E9l/year | wastewater, unpolluted | APOS, S"
9e5823ad-9d9b-4b98-b627-e39611b6a8bd,Resource,in ground,"Magnesium, in ground",,kg,,,-2.07041E-06,-66928.514,-0.00059015,-4.43861E-05,-5.211E-06,-1.06813E-07,-5.47325E-05,-1.12855E-07,-3.26427E-05,-0.00047902,-7.05889E-07,,-8.17944E-08,-2.42104E-06,,,,-4.58493E-06,-1.95838E-06,-2.44383E-05,-5.193E-07,-4.15228E-05,-3.80609E-06,-5.08433E-05,-3.45331E-05,-3.68253E-06,-1.33051E-06,,,,,,,,-2.32253E-05,-4.42393E-05,-3.7868E-05,-9.9141E-05,,,-7.67477E-05,,-1.66516E-07,-2.39977E-08,-0.000190497,-1.82073E-05,-3.23357E-07,,-2.26006E-07,-3.47037E-05,-2.65347E-05
dd7748c9-be28-4c89-b8b1-ed5ac14599a2,Emission to soil,agricultural,Malathion,,kg,,,2.74048E-11,0.082844475,4.99911E-10,7.43594E-11,1.67133E-11,1.08364E-13,1.16221E-10,1.12188E-13,6.01828E-11,6.6254E-11,8.35333E-12,,6.59533E-13,1.49309E-11,,,,1.82269E-11,9.40607E-12,6.04606E-11,3.67741E-13,1.07871E-10,3.03301E-12,1.46234E-10,4.03879E-11,5.93704E-11,1.57878E-11,,,,,,,,2.38934E-10,1.27928E-08,6.38764E-11,1.9163E-10,,,6.72758E-11,,1.15326E-12,5.78309E-14,8.29657E-10,3.82373E-11,1.04477E-12,,4.58683E-13,4.0574E-11,2.54969E-11
39ec593c-6c45-571f-8a6b-b76472bb4824,Emission to water,unspecified,Maleic anhydride,,kg,,,1.06636E-11,0.002436431,2.12596E-11,1.02017E-11,2.07804E-12,1.63762E-14,2.23384E-11,1.68499E-14,1.22715E-11,1.0629E-11,3.50322E-13,,1.2242E-13,1.87234E-12,,,,2.28024E-12,2.81339E-12,1.48889E-11,3.88098E-14,1.81928E-11,3.58349E-13,2.85299E-11,6.30072E-12,1.65268E-11,9.14575E-13,,,,,,,,6.62527E-11,3.36273E-10,9.30818E-12,2.65889E-11,,,8.68165E-12,,7.28513E-13,2.22281E-14,1.68687E-10,6.69087E-12,2.05835E-13,,7.07952E-14,6.33544E-12,2.06132E-12
863ebe6d-0f48-4c32-94df-a6369f963a2e,Emission to soil,agricultural,Maleic hydrazide,,kg,,,1.33019E-11,0.046248447,1.22887E-10,4.50554E-11,6.57796E-12,1.02691E-13,6.97254E-11,1.07015E-13,5.865E-11,3.63923E-11,7.55641E-11,,1.93354E-13,3.0808E-12,,,,6.15089E-12,4.87777E-12,3.28125E-11,3.70103E-13,6.40791E-11,3.02173E-12,7.16149E-11,2.63086E-11,2.47395E-11,1.73997E-12,,,,,,,,4.18826E-11,9.05427E-11,5.38753E-11,1.02706E-10,,,5.05061E-11,,1.14143E-12,1.66051E-14,2.74057E-10,3.02186E-11,5.16987E-13,,2.38224E-13,2.64394E-11,1.81544E-11
4f6390e3-bca5-4d3b-aead-7d63f2534440,Emission to soil,agricultural,Mancozeb,,kg,,,2.03713E-09,7.2960872,1.26208E-08,6.23203E-09,5.38154E-10,9.76378E-12,9.61165E-09,1.0117E-11,5.54468E-09,5.46062E-09,2.8294E-09,,2.93889E-11,3.74731E-10,,,,5.47945E-10,7.1965E-10,4.88139E-09,2.81773E-11,9.21904E-09,2.43592E-10,1.22797E-08,3.20575E-09,4.8075E-09,2.83305E-10,,,,,,,,1.12646E-08,4.10982E-08,5.58289E-09,1.62123E-08,,,5.87209E-09,,9.20268E-11,3.83341E-12,4.11883E-08,3.38432E-09,8.0678E-11,,3.10334E-11,3.22075E-09,2.11804E-09
12e2fffe-08cd-451c-ad46-0b0a5db3c9ba,Emission to soil,agricultural,Mandipropamid,,kg,,,2.87236E-14,9.98668E-05,2.65357E-13,9.72905E-14,1.42042E-14,2.21745E-16,1.50562E-13,2.31083E-16,1.26646E-13,7.85839E-14,1.6317E-13,,4.1752E-16,6.65253E-15,,,,1.3282E-14,1.05328E-14,7.08539E-14,7.99185E-16,1.3837E-13,6.52499E-15,1.54642E-13,5.68095E-14,5.34213E-14,3.75722E-15,,,,,,,,9.04394E-14,1.95514E-13,1.16336E-13,2.21779E-13,,,1.09061E-13,,2.46475E-15,3.58562E-17,5.91787E-13,6.52526E-14,1.11636E-15,,5.14411E-16,5.70919E-14,3.92019E-14
d689f35b-5ebf-4b87-bb12-c4e316219275,Emission to soil,agricultural,Maneb,,kg,,,3.0967E-13,0.001076668,2.86082E-12,1.04889E-12,1.53136E-13,2.39065E-15,1.62321E-12,2.49131E-15,1.36538E-12,8.47216E-13,1.75914E-12,,4.5013E-15,7.17212E-14,,,,1.43193E-13,1.13555E-13,7.63879E-13,8.61604E-15,1.49177E-12,7.03461E-14,1.6672E-12,6.12465E-13,5.75937E-13,4.05067E-14,,,,,,,,9.75031E-13,2.10784E-12,1.25422E-12,2.39101E-12,,,1.17579E-12,,2.65726E-14,3.86567E-16,6.38008E-12,7.0349E-13,1.20355E-14,,5.54588E-15,6.1551E-13,4.22637E-13
b0546417-3064-4878-bd6f-2da75cefdf63,Emission to air,high population density,Manganese,,kg,,,1.45893E-08,15.883702,1.46216E-07,5.63614E-08,9.06943E-09,6.41609E-10,4.11276E-08,6.47304E-10,1.68171E-07,3.88747E-08,7.33151E-09,,1.8592E-10,8.16376E-09,,,,9.9269E-09,4.26366E-09,3.14178E-08,3.33767E-08,4.3653E-08,8.80138E-09,7.31192E-08,2.19552E-08,3.02521E-08,1.63161E-09,,,,,,,,1.4516E-07,7.8197E-08,2.72673E-08,8.90156E-08,,,5.67646E-08,,7.85039E-09,1.78711E-11,2.08986E-06,2.00563E-08,7.12266E-10,6.3478E-07,3.19128E-10,2.2034E-08,1.19912E-08
2460f868-54a9-404c-bec8-c809a44ae72c,Emission to air,low population density,Manganese,,kg,,,9.70921E-08,380.97226,8.03923E-07,2.30941E-07,1.18626E-08,3.40458E-10,4.61629E-07,3.4958E-10,2.19889E-07,2.67536E-07,7.64259E-09,,1.19029E-09,1.00525E-08,,,,1.2722E-08,3.59773E-08,2.28573E-07,2.25528E-09,3.189E-07,6.34339E-09,4.385E-07,1.48133E-07,1.46391E-07,6.68493E-09,,,,,,,,1.33383E-07,1.39378E-07,2.46572E-07,6.44003E-07,,,2.64208E-07,,2.45895E-09,7.86558E-11,1.06478E-06,1.09176E-07,4.11995E-09,,1.23916E-09,1.48869E-07,8.86189E-08
0af26a55-d357-469f-abad-8ced785cb4fb,Emission to air,"low population density, long-term",Manganese,,kg,,,1.27185E-08,6.7496891,4.23026E-08,2.10032E-08,2.23237E-09,2.22806E-09,3.13753E-08,2.24255E-09,1.23957E-08,1.7247E-08,6.17415E-10,,1.58158E-10,1.99395E-09,,,,2.4389E-09,3.41387E-09,2.1241E-08,7.02269E-11,3.93928E-08,2.69466E-08,5.42758E-08,1.3453E-08,3.25283E-08,1.64789E-09,,,,,,,,4.61032E-07,1.30033E-07,1.62585E-08,5.45976E-08,,,1.87882E-08,,3.06043E-10,2.23249E-11,1.55746E-07,1.22984E-08,4.0693E-10,,1.35138E-10,1.34682E-08,1.04578E-08
295060ba-3c3d-45e4-99ca-e17b1204b553,Emission to air,unspecified,Manganese,,kg,,,3.49282E-09,16.192893,9.76694E-08,3.92989E-08,4.78698E-08,2.23383E-10,2.05274E-08,2.35409E-10,2.83328E-08,3.43329E-08,2.04955E-09,,4.15088E-10,3.23877E-08,,,,6.36995E-08,1.32193E-09,1.69704E-08,5.14765E-09,5.57396E-08,3.85942E-08,5.38172E-08,6.27252E-08,5.80695E-09,1.11864E-08,,,,,,,,5.43109E-08,5.23878E-08,1.54079E-08,8.17048E-08,,,4.10623E-08,,9.01807E-10,9.28846E-12,2.16141E-07,2.96006E-08,1.01334E-09,,9.40663E-10,6.30571E-08,5.66118E-08
9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32,Emission to soil,agricultural,Manganese,,kg,,,1.97278E-07,264.8004,2.08322E-06,6.67401E-07,1.36477E-07,8.87523E-10,5.98387E-07,9.16932E-10,1.65304E-06,4.87024E-07,1.15626E-07,,2.71023E-09,1.2299E-07,,,,1.49432E-07,5.73166E-08,4.79739E-07,2.64798E-09,7.62421E-07,2.44364E-08,1.26153E-06,1.88733E-05,5.02319E-07,2.79869E-08,,,,,,,,8.56367E-07,1.07394E-06,3.46061E-07,1.40792E-06,,,7.86497E-07,,7.18504E-09,3.13959E-10,3.3309E-05,3.28896E-07,9.41194E-09,,3.57227E-09,1.89347E-05,1.53292E-07
9c706cff-cb82-4207-a589-95896e04dc08,Emission to soil,industrial,Manganese,,kg,,,2.14653E-08,47.44611,4.0204E-07,1.69299E-07,1.13556E-06,8.86113E-08,1.24179E-07,8.91713E-08,2.14791E-07,1.58423E-07,4.52296E-09,,7.08015E-09,1.02819E-06,,,,1.24444E-06,6.24702E-09,1.06419E-07,3.86964E-06,1.80934E-07,1.10504E-06,1.00958E-07,2.15533E-07,3.49146E-08,2.00101E-07,,,,,,,,1.62531E-05,3.8861E-06,1.63807E-07,2.40311E-07,,,1.62197E-07,,1.3145E-08,4.16336E-11,6.87751E-07,1.90246E-07,5.15704E-09,0.000073939,4.62515E-09,2.15304E-07,2.14401E-07
6b7fbea6-4a86-40f9-954d-3c9b3611abfd,Emission to soil,unspecified,Manganese,,kg,,,3.02003E-08,8.6443541,7.31922E-08,5.17548E-08,3.75352E-09,6.73331E-11,6.41158E-08,7.00482E-11,1.02866E-07,3.51862E-08,1.2731E-09,,3.02554E-10,3.36454E-09,,,,4.10723E-09,8.09221E-09,4.31594E-08,6.11618E-10,5.13598E-08,4.75187E-09,7.82008E-08,2.38223E-08,4.28577E-08,1.50483E-09,,,,,,,,1.12785E-08,1.48737E-08,2.84786E-08,7.81724E-08,,,4.17322E-08,,3.9141E-09,7.30254E-12,1.5704E-07,1.95918E-08,6.49851E-10,,2.61788E-10,2.39617E-08,1.06029E-08
44f28e11-061d-44fd-8f25-dc62a9f1fa57,Emission to water,ground water,Manganese,,kg,,,1.05628E-06,774.82744,3.49015E-06,2.07577E-06,1.51971E-07,1.94864E-08,3.09256E-06,2.02581E-08,3.43115E-06,1.41243E-06,6.76549E-06,,1.19346E-08,1.29647E-07,,,,1.62999E-07,2.91421E-07,1.65617E-06,5.82617E-06,2.92585E-06,2.37573E-07,3.3845E-06,9.14408E-07,1.8515E-06,8.70839E-08,,,,,,,,3.56501E-06,1.71138E-06,2.22407E-06,3.92178E-06,,,2.21891E-06,,9.44846E-08,1.01321E-09,1.48475E-05,8.31401E-07,2.64802E-08,,9.61636E-09,9.19471E-07,4.40682E-07
835d0907-a668-4d92-b6b6-7b56fa343713,Emission to water,"ground water, long-term",Manganese,,kg,,,0.000123376,102970.84,0.000435786,0.000242343,1.84216E-05,1.92877E-06,0.000374493,2.03159E-06,0.000370467,0.000172858,0.000658298,,1.42926E-06,1.5569E-05,,,,1.96762E-05,3.43967E-05,0.000197496,0.000250109,0.00036252,1.97018E-05,0.000416659,0.000119884,0.000226354,1.09715E-05,,,,,,,,0.00035729,0.000201857,0.000272947,0.000485306,,,0.000264607,,1.02078E-05,1.38247E-07,0.00202363,0.000101935,0.000253211,,7.36802E-05,0.000120455,5.80002E-05
c91fd4bf-ed70-4e2f-a34f-159773f981b6,Emission to water,ocean,Manganese,,kg,,,6.0196E-10,0.66715893,4.32352E-08,5.68198E-09,9.9911E-08,4.17251E-11,2.02553E-09,4.30926E-11,6.76998E-09,4.96906E-09,2.15346E-10,,1.66485E-11,9.04552E-08,,,,1.09497E-07,1.72319E-10,1.54691E-09,3.57752E-10,4.09827E-09,1.95501E-09,4.07947E-09,2.19896E-09,1.01158E-09,3.65044E-10,,,,,,,,2.92788E-09,3.25605E-09,2.11755E-09,6.77694E-09,,,5.58868E-09,,7.58338E-10,9.21502E-13,5.48448E-08,1.51633E-08,3.87269E-10,,3.77015E-10,2.20911E-09,1.71087E-09
f532985c-90b7-46fc-aac9-b039b40e22f1,Emission to water,surface water,Manganese,,kg,,,4.81717E-08,52.041368,5.74182E-07,2.03792E-07,2.22361E-06,1.24626E-09,1.45263E-07,1.29423E-09,2.39581E-07,3.4403E-07,1.03282E-08,,1.07264E-09,2.01171E-06,,,,2.43626E-06,1.36064E-08,1.36852E-07,8.40733E-09,2.51851E-07,5.44241E-08,3.28155E-07,2.6988E-05,1.0194E-07,1.969E-08,,,,,,,,2.14708E-07,8.07668E-07,1.21144E-07,5.27854E-07,,,2.06955E-07,,1.86875E-08,7.43981E-11,2.93872E-06,3.94063E-07,3.02987E-06,,4.4187E-07,2.69894E-05,6.0545E-08
10cbd2f7-c41b-4bb4-b636-d8fc15cf0282,Emission to water,unspecified,Manganese,,kg,,,4.0756E-08,16.835861,2.08623E-07,2.03919E-07,3.73067E-08,9.05556E-11,9.28932E-08,9.34586E-11,2.09731E-07,1.36588E-07,3.51325E-09,,4.00689E-08,3.17082E-08,,,,3.90482E-08,1.10714E-08,5.82101E-08,3.14847E-10,8.13164E-08,2.84103E-09,1.04664E-07,4.84436E-08,5.85128E-08,9.39329E-07,,,,,,,,2.08852E-07,1.18388E-07,6.49565E-08,2.75151E-07,,,1.13748E-07,,2.53163E-08,6.79562E-11,2.46764E-07,3.40039E-08,1.08474E-09,,5.72311E-10,4.87152E-08,2.93921E-08
c2586875-bb56-4b1e-84c5-5ff255a1108b,Resource,in ground,"Manganese, in ground",,kg,,,-1.79303E-05,-151032.31,-0.000216674,-0.00012368,-7.99721E-05,-5.30752E-07,-0.000145737,-5.36432E-07,-0.000123425,-0.000666033,-1.65928E-05,,-2.22106E-06,-7.20203E-05,,,,-8.74164E-05,-1.02115E-05,-6.99409E-05,-2.5395E-06,-0.000136198,-2.45597E-05,-0.000158725,-0.000425365,-3.08218E-05,-7.16312E-05,,,,,,,,-0.000297362,-8.56447E-05,-9.50869E-05,-0.000284303,,,-0.000109229,,-3.16421E-06,-4.69488E-08,-0.000558757,-8.70873E-05,-3.7133E-06,,-3.35467E-06,-0.000427662,-0.000397598
46a9723a-aca5-4b66-9367-47412ec9e3a0,Emission to air,low population density,Manganese-54,,kBq,,,1.73721E-10,0.055658193,3.89551E-10,2.07591E-10,3.10999E-11,3.45051E-13,3.79777E-10,3.55501E-13,1.19915E-10,1.77671E-10,7.29651E-12,,2.10597E-12,2.80109E-11,,,,3.40531E-11,4.57386E-11,2.52803E-10,7.72729E-13,3.99236E-10,6.90615E-12,6.04904E-10,1.11434E-10,4.05942E-10,1.92086E-11,,,,,,,,9.72496E-10,5.40051E-10,1.55591E-10,5.6772E-10,,,1.77781E-10,,4.06867E-12,3.37094E-13,1.62407E-09,1.37488E-10,4.94108E-12,,1.56729E-12,1.12087E-10,4.36269E-11
9a12a4c4-c03e-43fb-a448-4d911f539e64,Emission to water,surface water,Manganese-54,,kBq,,,1.3073E-06,419.69864,2.95415E-06,1.57111E-06,2.14264E-07,2.60992E-09,2.86811E-06,2.6898E-09,9.03313E-07,1.37312E-06,5.69308E-08,,1.56114E-08,1.92318E-07,,,,2.34317E-07,3.45988E-07,1.90301E-06,5.53332E-09,3.01962E-06,5.07034E-08,4.55751E-06,8.39179E-07,2.96964E-06,1.35867E-07,,,,,,,,6.68587E-06,3.7395E-06,1.18908E-06,4.2804E-06,,,1.34708E-06,,3.03215E-08,2.39664E-09,1.21755E-05,1.03368E-06,3.63019E-08,,1.15279E-08,8.43862E-07,3.24441E-07
63e7d755-8549-11e0-9d78-0800200c9a66,Emission to air,low population density,MCPA,,kg,,,,,,,,4.03149E-14,6.47634E-13,4.31787E-14,7.04602E-13,1.15995E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41c97929-4fc4-4c35-bdf8-f999e4b492fd,Emission to air,low population density,MCPA,,kg,,,1.22132E-13,0.000467907,2.36823E-12,1.3071E-12,1.5866E-13,,,,,,3.67405E-14,,5.00646E-15,1.41922E-13,,,,1.74201E-13,3.65185E-14,7.01826E-13,7.06194E-15,2.58819E-12,1.9891E-12,2.29809E-12,4.25758E-12,2.96047E-13,1.30608E-13,,,,,,,,7.09387E-13,1.85228E-12,4.83214E-13,3.5874E-12,,,1.40137E-12,,1.61667E-14,4.49821E-16,1.39089E-11,2.0689E-12,4.19197E-14,,3.7942E-14,4.28104E-12,4.02398E-12
e5492922-eaf5-4409-aa49-7f2a35cd0336,Emission to soil,agricultural,MCPA,,kg,,,2.19604E-10,0.58071523,1.25332E-09,6.94531E-10,5.901E-11,7.94966E-12,8.60436E-10,8.48985E-12,4.58322E-10,6.23773E-10,2.08506E-11,,3.57887E-12,5.21758E-11,,,,6.43478E-11,7.00647E-11,5.34068E-10,2.69843E-12,1.19046E-09,3.74428E-10,1.44475E-09,1.00339E-09,5.04018E-10,4.86019E-11,,,,,,,,1.37586E-09,5.16396E-09,4.54198E-10,1.90019E-09,,,6.554E-10,,7.99581E-12,4.95695E-13,5.54263E-09,6.1656E-10,1.43388E-11,,9.24429E-12,1.00873E-09,8.68365E-10
081ea9c3-9cbe-41d7-a962-840833ba98db,Emission to water,ground water,MCPA,,kg,,,3.66424E-15,1.36783E-05,6.78321E-14,3.75625E-14,4.53333E-15,,,,,,1.0711E-15,,1.42375E-16,4.0535E-15,,,,4.97548E-15,1.10146E-15,2.00393E-14,2.01174E-16,7.37935E-14,5.42093E-14,6.72661E-14,1.16483E-13,1.03738E-14,3.65858E-15,,,,,,,,2.05556E-14,4.83687E-14,1.39385E-14,1.02749E-13,,,3.9944E-14,,4.42134E-16,1.27469E-17,3.9333E-13,5.73828E-14,1.17482E-15,,1.04373E-15,1.17124E-13,1.09959E-13
127a271a-0868-4d84-b7e0-8b5d9f9bccfb,Emission to water,ground water,MCPA,,kg,,,,,,,,1.10046E-15,1.91046E-14,1.17853E-15,1.98873E-14,3.25984E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc3c75dc-e39c-463b-8b26-96cfc0ed4b47,Emission to water,surface water,MCPA,,kg,,,2.79548E-13,0.001071282,5.42323E-12,2.99315E-12,3.63338E-13,9.23637E-14,1.48263E-12,9.89247E-14,1.61376E-12,2.65677E-12,8.41206E-14,,1.14655E-14,3.25009E-13,,,,3.9893E-13,8.35827E-14,1.60722E-12,1.61726E-14,5.9272E-12,4.5572E-12,5.26146E-12,9.75414E-12,6.76444E-13,2.99155E-13,,,,,,,,1.62429E-12,4.24537E-12,1.10648E-12,8.21511E-12,,,3.20927E-12,,3.70379E-14,1.03019E-15,3.18551E-11,4.73924E-12,9.6016E-14,,8.69208E-14,9.80787E-12,9.21906E-12
e230e091-776c-4d05-bcfd-ec6d3b6f04df,Emission to air,low population density,MCPB,,kg,,,,,,,,4.00837E-14,6.43427E-13,4.2931E-14,7.00335E-13,1.15298E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e20b8fa-3f9a-41f2-b9aa-2b4e32c62264,Emission to air,low population density,MCPB,,kg,,,1.21318E-13,0.000464911,2.35355E-12,1.29896E-12,1.5768E-13,,,,,,3.65063E-14,,4.97577E-15,1.41046E-13,,,,1.73126E-13,3.6273E-14,6.97497E-13,7.01853E-15,2.57226E-12,1.97772E-12,2.28335E-12,4.23307E-12,2.93559E-13,1.29827E-13,,,,,,,,7.04907E-13,1.84241E-12,4.80185E-13,3.56517E-12,,,1.39275E-12,,1.60736E-14,4.4708E-16,1.38244E-11,2.05672E-12,4.16687E-14,,3.77216E-14,4.25639E-12,4.00086E-12
415f43c0-3908-418d-95cd-fca46ec371b9,Emission to soil,agricultural,MCPB,,kg,,,2.1943E-11,0.34096908,4.5768E-10,2.52936E-10,2.44721E-11,3.49918E-12,2.90058E-10,3.74222E-12,2.27335E-10,2.53635E-10,7.02446E-12,,7.36188E-13,2.14207E-11,,,,2.66066E-11,1.40651E-11,1.53162E-10,1.06291E-12,3.70825E-10,1.69723E-10,3.89821E-10,4.32033E-10,4.64642E-11,1.38511E-11,,,,,,,,1.38283E-10,4.3237E-10,1.79693E-10,6.83201E-10,,,2.43756E-10,,4.71278E-12,6.05528E-14,2.15837E-09,2.25968E-10,4.44859E-12,,3.66535E-12,4.34314E-10,3.97134E-10
d48e95bf-3ea9-4a35-a791-d0984dcb539e,Emission to water,ground water,MCPB,,kg,,,1.29234E-15,4.9525E-06,2.50714E-14,1.38373E-14,1.6797E-15,,,,,,3.88886E-16,,5.30048E-17,1.50251E-15,,,,1.84424E-15,3.86399E-16,7.43013E-15,7.47655E-17,2.74013E-14,2.10679E-14,2.43235E-14,4.50932E-14,3.12714E-15,1.38299E-15,,,,,,,,7.50904E-15,1.96263E-14,5.1152E-15,3.79782E-14,,,1.48364E-14,,1.71226E-16,4.76254E-18,1.47265E-13,2.19094E-14,4.43879E-16,,4.01833E-16,4.53416E-14,4.26195E-14
09f68454-6cbf-4bbd-9ac7-2a6fce8733f2,Emission to water,ground water,MCPB,,kg,,,,,,,,4.26996E-16,6.85415E-15,4.57327E-16,7.46037E-15,1.22822E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7edf2b3a-762e-40ce-85e3-6716d8222e47,Emission to water,surface water,MCPB,,kg,,,2.79538E-13,0.001071242,5.42303E-12,2.99304E-12,3.63325E-13,9.23606E-14,1.48258E-12,9.89213E-14,1.6137E-12,2.65668E-12,8.41174E-14,,1.14651E-14,3.24997E-13,,,,3.98916E-13,8.35794E-14,1.60716E-12,1.6172E-14,5.92698E-12,4.55705E-12,5.26126E-12,9.75381E-12,6.7641E-13,2.99145E-13,,,,,,,,1.62423E-12,4.24524E-12,1.10644E-12,8.21481E-12,,,3.20916E-12,,3.70367E-14,1.03015E-15,3.1854E-11,4.73908E-12,9.60126E-14,,8.69178E-14,9.80754E-12,9.21875E-12
bef7c90d-9f65-483c-b6b6-4b5d1086c878,Emission to soil,agricultural,Mecoprop,,kg,,,1.92732E-12,0.003980739,1.99098E-11,1.09537E-11,1.33715E-12,2.60198E-13,7.19389E-12,2.78526E-13,6.22403E-12,9.08619E-12,3.18164E-13,,4.70262E-14,1.19666E-12,,,,1.46657E-12,5.50728E-13,6.49987E-12,5.54179E-14,2.10236E-11,1.27185E-11,2.13285E-11,2.80828E-11,5.39616E-12,9.951E-13,,,,,,,,1.09544E-11,3.3423E-11,4.48814E-12,2.96096E-11,,,1.12947E-11,,1.33683E-13,5.0947E-15,1.09747E-10,1.46747E-11,3.14911E-13,,2.56646E-13,2.82369E-11,2.61045E-11
0f901f59-84bd-42a5-9a4c-04bd8cac7fb9,Emission to soil,agricultural,Mecoprop-P,,kg,,,4.22111E-12,0.006589917,3.80896E-11,1.85341E-11,5.12874E-12,2.56374E-13,1.36554E-11,2.74112E-13,2.77196E-11,1.53285E-11,1.14466E-12,,7.25581E-14,4.61182E-12,,,,5.63059E-12,1.19287E-12,1.0918E-11,1.15635E-13,2.65831E-11,1.24749E-11,3.07361E-11,2.99183E-11,9.52155E-12,1.18306E-12,,,,,,,,1.53775E-11,1.19673E-10,8.64282E-12,4.19813E-11,,,1.82717E-11,,1.64281E-12,7.77073E-15,4.38446E-10,1.71299E-11,3.81904E-13,,2.87446E-13,3.00831E-11,2.65422E-11
8ebbd256-8114-4438-98c9-bbed994c140b,Emission to soil,agricultural,Mefenpyr,,kg,,,9.14761E-13,0.003145918,1.53862E-11,8.52234E-12,1.03043E-12,2.37472E-13,4.52613E-12,2.54293E-13,4.54581E-12,7.27432E-12,2.471E-13,,3.24941E-14,9.21256E-13,,,,1.1306E-12,2.73928E-13,4.58006E-12,4.51798E-14,1.66093E-11,1.16793E-11,1.55259E-11,2.52181E-11,2.75722E-12,8.11562E-13,,,,,,,,5.04765E-12,1.18852E-11,3.20636E-12,2.3226E-11,,,8.99493E-12,,9.95639E-14,2.97348E-15,8.83125E-11,1.25886E-11,2.6036E-13,,2.27066E-13,2.53568E-11,2.37559E-11
f97ee737-45ca-4a19-bbf4-30746bfa6fb4,Emission to soil,agricultural,Mefenpyr-diethyl,,kg,,,4.35323E-13,0.00160147,7.84802E-12,4.35437E-12,5.23738E-13,1.23604E-13,2.24837E-12,1.32364E-13,2.28076E-12,3.72871E-12,1.25209E-13,,1.64025E-14,4.68193E-13,,,,5.74687E-13,1.31237E-13,2.31421E-12,2.32003E-14,8.51453E-12,6.08257E-12,7.88141E-12,1.31024E-11,1.33001E-12,4.17648E-13,,,,,,,,2.39448E-12,5.2752E-12,1.61937E-12,1.18875E-11,,,4.6081E-12,,4.97207E-14,1.4654E-15,4.51612E-11,6.51056E-12,1.34153E-13,,1.1781E-13,1.31744E-11,1.23591E-11
